name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.576991558074951
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.576991558074951
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.576991558074951
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.576991558074951
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.576991558074951
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.576991558074951
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.576991558074951
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.576991558074951
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.576991558074951
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.576991558074951
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,3.576991558074951
