name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.4183225631713867
Kyle Walker,Man City,DEF,5.4,108,3.7,3.4183225631713867
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.4183225631713867
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.4183225631713867
Thiago Emiliano da Silva,Chelsea,DEF,5.0,94,3.4,3.4183225631713867
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.4183225631713867
Son Heung-min,Spurs,MID,9.9,202,6.3,3.4183225631713867
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.4183225631713867
Kai Havertz,Arsenal,MID,7.5,168,4.8,3.4183225631713867
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.4183225631713867
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,3.4183225631713867
