name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.794675827026367
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.794675827026367
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.794675827026367
Manuel Akanji,Man City,DEF,5.0,98,3.6,3.794675827026367
Nathan Aké,Man City,DEF,5.0,97,3.6,3.794675827026367
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.794675827026367
Son Heung-min,Spurs,MID,9.9,202,6.3,3.794675827026367
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.794675827026367
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.794675827026367
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.794675827026367
Nicolas Jackson,Chelsea,FWD,7.0,133,4.2,3.794675827026367
