name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.668872117996216
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.668872117996216
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.668872117996216
Manuel Akanji,Man City,DEF,5.0,98,3.6,3.668872117996216
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.668872117996216
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.668872117996216
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.668872117996216
Son Heung-min,Spurs,MID,9.9,202,6.3,3.668872117996216
Anthony Gordon,Newcastle,MID,6.4,175,5.3,3.668872117996216
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.668872117996216
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,136,4.1,3.668872117996216
