name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,3.671431064605713
William Saliba,Arsenal,DEF,5.9,153,4.2,3.671431064605713
Nathan Aké,Man City,DEF,5.0,97,3.6,3.671431064605713
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.671431064605713
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.671431064605713
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.671431064605713
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.671431064605713
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.671431064605713
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.671431064605713
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.671431064605713
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,136,4.1,3.671431064605713
