name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.5201029777526855
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.5201029777526855
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.5201029777526855
Nathan Aké,Man City,DEF,5.0,97,3.6,3.5201029777526855
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,3.5201029777526855
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.5201029777526855
Son Heung-min,Spurs,MID,9.9,202,6.3,3.5201029777526855
Kevin De Bruyne,Man City,MID,10.5,84,5.6,3.5201029777526855
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.5201029777526855
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.5201029777526855
Chris Wood,Nott'm Forest,FWD,4.8,116,4.0,3.5201029777526855
