name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.655693292617798
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.655693292617798
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.655693292617798
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,3.655693292617798
Thiago Emiliano da Silva,Chelsea,DEF,5.0,94,3.4,3.655693292617798
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.655693292617798
Son Heung-min,Spurs,MID,9.9,202,6.3,3.655693292617798
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.655693292617798
Anthony Gordon,Newcastle,MID,6.4,175,5.3,3.655693292617798
Erling Haaland,Man City,FWD,14.2,200,7.1,3.655693292617798
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,3.655693292617798
