name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.4402613639831543
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.4402613639831543
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.4402613639831543
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.4402613639831543
Thiago Emiliano da Silva,Chelsea,DEF,5.0,94,3.4,3.4402613639831543
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.4402613639831543
Son Heung-min,Spurs,MID,9.9,202,6.3,3.4402613639831543
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.4402613639831543
Anthony Gordon,Newcastle,MID,6.4,175,5.3,3.4402613639831543
Alexander Isak,Newcastle,FWD,8.4,154,5.7,3.4402613639831543
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.4402613639831543
