name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,5.331679582595825
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,5.331679582595825
William Saliba,Arsenal,DEF,5.9,153,4.2,5.331679582595825
Pedro Porro,Spurs,DEF,5.8,112,3.5,5.331679582595825
Marcos Senesi,Bournemouth,DEF,4.4,98,3.4,5.331679582595825
Phil Foden,Man City,MID,8.4,204,6.4,5.331679582595825
Michael Olise,Crystal Palace,MID,5.6,107,6.3,5.331679582595825
Kevin De Bruyne,Man City,MID,10.5,84,5.6,5.331679582595825
Anthony Gordon,Newcastle,MID,6.4,175,5.3,5.331679582595825
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,5.331679582595825
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,5.331679582595825
