name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,3.5572335720062256
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.5572335720062256
Manuel Akanji,Man City,DEF,5.0,98,3.6,3.5572335720062256
Nathan Aké,Man City,DEF,5.0,97,3.6,3.5572335720062256
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.5572335720062256
Cole Palmer,Chelsea,MID,6.2,223,7.2,3.5572335720062256
Son Heung-min,Spurs,MID,9.9,202,6.3,3.5572335720062256
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.5572335720062256
Martin Ødegaard,Arsenal,MID,8.6,173,5.2,3.5572335720062256
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.5572335720062256
Alexander Isak,Newcastle,FWD,8.4,154,5.7,3.5572335720062256
