name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,3.359112024307251
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,3.359112024307251
Joško Gvardiol,Man City,DEF,5.1,94,3.8,3.359112024307251
Pedro Porro,Spurs,DEF,5.8,112,3.5,3.359112024307251
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.359112024307251
Mohamed Salah,Liverpool,MID,13.4,203,6.8,3.359112024307251
Bukayo Saka,Arsenal,MID,9.0,224,6.6,3.359112024307251
Phil Foden,Man City,MID,8.4,204,6.4,3.359112024307251
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.359112024307251
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,3.359112024307251
Rasmus Højlund,Man Utd,FWD,7.1,97,3.6,3.359112024307251
