name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,4.752094268798828
Joško Gvardiol,Man City,DEF,5.1,94,3.8,4.752094268798828
Nathan Aké,Man City,DEF,5.0,97,3.6,4.752094268798828
Pedro Porro,Spurs,DEF,5.8,112,3.5,4.752094268798828
Jakub Kiwior,Arsenal,DEF,4.1,66,3.5,4.752094268798828
Mohamed Salah,Liverpool,MID,13.4,203,6.8,4.752094268798828
Phil Foden,Man City,MID,8.4,204,6.4,4.752094268798828
Jarrod Bowen,West Ham,MID,7.6,180,5.5,4.752094268798828
Martin Ødegaard,Arsenal,MID,8.6,173,5.2,4.752094268798828
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,4.752094268798828
Nicolas Jackson,Chelsea,FWD,7.0,133,4.2,4.752094268798828
