name,team,position,value,total_points,points_per_game,elapsed
Nick Pope,Newcastle,GK,5.3,56,4.0,3.4543848037719727
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.4543848037719727
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.4543848037719727
Manuel Akanji,Man City,DEF,5.0,98,3.6,3.4543848037719727
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.4543848037719727
Son Heung-min,Spurs,MID,9.9,202,6.3,3.4543848037719727
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.4543848037719727
Jarrod Bowen,West Ham,MID,7.6,180,5.5,3.4543848037719727
Martin Ødegaard,Arsenal,MID,8.6,173,5.2,3.4543848037719727
Dominic Solanke,Bournemouth,FWD,7.1,168,4.7,3.4543848037719727
Darwin Núñez Ribeiro,Liverpool,FWD,7.5,130,3.8,3.4543848037719727
