name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,144,4.0,4.114983320236206
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,4.114983320236206
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,141,4.1,4.114983320236206
Joško Gvardiol,Man City,DEF,5.1,94,3.8,4.114983320236206
Nathan Aké,Man City,DEF,5.0,97,3.6,4.114983320236206
Mohamed Salah,Liverpool,MID,13.4,203,6.8,4.114983320236206
Son Heung-min,Spurs,MID,9.9,202,6.3,4.114983320236206
Michael Olise,Crystal Palace,MID,5.6,107,6.3,4.114983320236206
Jarrod Bowen,West Ham,MID,7.6,180,5.5,4.114983320236206
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.5,128,4.3,4.114983320236206
Nicolas Jackson,Chelsea,FWD,7.0,133,4.2,4.114983320236206
