name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,128,4.3,3.6258397102355957
Benjamin White,Arsenal,DEF,6.1,174,5.0,3.6258397102355957
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.4,3.6258397102355957
Jarrad Branthwaite,Everton,DEF,4.5,117,3.5,3.6258397102355957
Thiago Emiliano da Silva,Chelsea,DEF,5.0,94,3.4,3.6258397102355957
Son Heung-min,Spurs,MID,9.9,202,6.3,3.6258397102355957
Michael Olise,Crystal Palace,MID,5.6,107,6.3,3.6258397102355957
Kevin De Bruyne,Man City,MID,10.5,84,5.6,3.6258397102355957
Bryan Mbeumo,Brentford,MID,6.8,113,4.9,3.6258397102355957
Ollie Watkins,Aston Villa,FWD,8.9,221,6.3,3.6258397102355957
Alexander Isak,Newcastle,FWD,8.4,154,5.7,3.6258397102355957
