name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,33.212236404418945
William Saliba,Arsenal,DEF,5.9,147,4.2,33.212236404418945
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,33.212236404418945
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,33.212236404418945
John Stones,Man City,DEF,5.3,52,3.5,33.212236404418945
Cole Palmer,Chelsea,MID,6.2,215,7.2,33.212236404418945
Mohamed Salah,Liverpool,MID,13.5,190,6.6,33.212236404418945
Phil Foden,Man City,MID,8.4,199,6.4,33.212236404418945
Son Heung-min,Spurs,MID,9.9,195,6.3,33.212236404418945
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,33.212236404418945
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,33.212236404418945
