name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,32.74952673912048
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,32.74952673912048
Pedro Porro,Spurs,DEF,5.8,112,3.6,32.74952673912048
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,32.74952673912048
Jakub Kiwior,Arsenal,DEF,4.2,66,3.5,32.74952673912048
Mohamed Salah,Liverpool,MID,13.5,190,6.6,32.74952673912048
Son Heung-min,Spurs,MID,9.9,195,6.3,32.74952673912048
Kevin De Bruyne,Man City,MID,10.5,82,5.9,32.74952673912048
Jarrod Bowen,West Ham,MID,7.6,178,5.6,32.74952673912048
Carlton Morris,Luton,FWD,4.8,138,3.9,32.74952673912048
David Datro Fofana,Burnley,FWD,5.0,48,3.7,32.74952673912048
