name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,32.63900184631348
Benjamin White,Arsenal,DEF,6.1,168,4.9,32.63900184631348
Manuel Akanji,Man City,DEF,5.0,96,3.7,32.63900184631348
Joško Gvardiol,Man City,DEF,5.0,88,3.7,32.63900184631348
Pedro Porro,Spurs,DEF,5.8,112,3.6,32.63900184631348
Mohamed Salah,Liverpool,MID,13.5,190,6.6,32.63900184631348
Son Heung-min,Spurs,MID,9.9,195,6.3,32.63900184631348
Michael Olise,Crystal Palace,MID,5.6,91,5.7,32.63900184631348
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,143,4.5,32.63900184631348
Alexander Isak,Newcastle,FWD,8.3,147,5.7,32.63900184631348
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,32.63900184631348
