name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,32.89086389541626
Benjamin White,Arsenal,DEF,6.1,168,4.9,32.89086389541626
Kyle Walker,Man City,DEF,5.4,106,3.8,32.89086389541626
Nathan Aké,Man City,DEF,5.0,95,3.7,32.89086389541626
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,32.89086389541626
Mohamed Salah,Liverpool,MID,13.5,190,6.6,32.89086389541626
Kevin De Bruyne,Man City,MID,10.5,82,5.9,32.89086389541626
Jarrod Bowen,West Ham,MID,7.6,178,5.6,32.89086389541626
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,32.89086389541626
Alexander Isak,Newcastle,FWD,8.3,147,5.7,32.89086389541626
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,92,4.0,32.89086389541626
