name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,33.55140423774719
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,33.55140423774719
Joško Gvardiol,Man City,DEF,5.0,88,3.7,33.55140423774719
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,33.55140423774719
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,33.55140423774719
Son Heung-min,Spurs,MID,9.9,195,6.3,33.55140423774719
Kevin De Bruyne,Man City,MID,10.5,82,5.9,33.55140423774719
Michael Olise,Crystal Palace,MID,5.6,91,5.7,33.55140423774719
Jarrod Bowen,West Ham,MID,7.6,178,5.6,33.55140423774719
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,92,4.0,33.55140423774719
Nicolas Jackson,Chelsea,FWD,6.9,117,3.8,33.55140423774719
