name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,33.92452573776245
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,33.92452573776245
Nathan Aké,Man City,DEF,5.0,95,3.7,33.92452573776245
Pedro Porro,Spurs,DEF,5.8,112,3.6,33.92452573776245
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,33.92452573776245
Mohamed Salah,Liverpool,MID,13.5,190,6.6,33.92452573776245
Kevin De Bruyne,Man City,MID,10.5,82,5.9,33.92452573776245
Michael Olise,Crystal Palace,MID,5.6,91,5.7,33.92452573776245
Anthony Gordon,Newcastle,MID,6.3,169,5.3,33.92452573776245
Alexander Isak,Newcastle,FWD,8.3,147,5.7,33.92452573776245
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,92,4.0,33.92452573776245
