name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,32.79824090003967
William Saliba,Arsenal,DEF,5.9,147,4.2,32.79824090003967
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,32.79824090003967
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,32.79824090003967
John Stones,Man City,DEF,5.3,52,3.5,32.79824090003967
Mohamed Salah,Liverpool,MID,13.5,190,6.6,32.79824090003967
Bukayo Saka,Arsenal,MID,9.0,214,6.5,32.79824090003967
Kevin De Bruyne,Man City,MID,10.5,82,5.9,32.79824090003967
Jarrod Bowen,West Ham,MID,7.6,178,5.6,32.79824090003967
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,32.79824090003967
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,130,4.1,32.79824090003967
