name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,32.71828508377075
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,32.71828508377075
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,32.71828508377075
Pedro Porro,Spurs,DEF,5.8,112,3.6,32.71828508377075
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,32.71828508377075
Mohamed Salah,Liverpool,MID,13.5,190,6.6,32.71828508377075
Kevin De Bruyne,Man City,MID,10.5,82,5.9,32.71828508377075
Anthony Gordon,Newcastle,MID,6.3,169,5.3,32.71828508377075
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,32.71828508377075
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,32.71828508377075
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,32.71828508377075
