name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,107,3.8,32.17677640914917
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,32.17677640914917
Joško Gvardiol,Man City,DEF,5.0,88,3.7,32.17677640914917
Pedro Porro,Spurs,DEF,5.8,112,3.6,32.17677640914917
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,32.17677640914917
Mohamed Salah,Liverpool,MID,13.5,190,6.6,32.17677640914917
Jarrod Bowen,West Ham,MID,7.6,178,5.6,32.17677640914917
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,32.17677640914917
Kai Havertz,Arsenal,MID,7.5,163,4.8,32.17677640914917
Alexander Isak,Newcastle,FWD,8.3,147,5.7,32.17677640914917
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,32.17677640914917
