name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,32.57646059989929
William Saliba,Arsenal,DEF,5.9,147,4.2,32.57646059989929
Manuel Akanji,Man City,DEF,5.0,96,3.7,32.57646059989929
Pedro Porro,Spurs,DEF,5.8,112,3.6,32.57646059989929
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,32.57646059989929
Mohamed Salah,Liverpool,MID,13.5,190,6.6,32.57646059989929
Son Heung-min,Spurs,MID,9.9,195,6.3,32.57646059989929
Kevin De Bruyne,Man City,MID,10.5,82,5.9,32.57646059989929
Jarrod Bowen,West Ham,MID,7.6,178,5.6,32.57646059989929
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,130,4.1,32.57646059989929
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,92,4.0,32.57646059989929
