name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,33.33415603637695
Benjamin White,Arsenal,DEF,6.1,168,4.9,33.33415603637695
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,33.33415603637695
Pedro Porro,Spurs,DEF,5.8,112,3.6,33.33415603637695
John Stones,Man City,DEF,5.3,52,3.5,33.33415603637695
Mohamed Salah,Liverpool,MID,13.5,190,6.6,33.33415603637695
Jarrod Bowen,West Ham,MID,7.6,178,5.6,33.33415603637695
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,33.33415603637695
Kai Havertz,Arsenal,MID,7.5,163,4.8,33.33415603637695
Alexander Isak,Newcastle,FWD,8.3,147,5.7,33.33415603637695
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,92,4.0,33.33415603637695
