name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,32.868327617645264
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,32.868327617645264
Kyle Walker,Man City,DEF,5.4,106,3.8,32.868327617645264
Manuel Akanji,Man City,DEF,5.0,96,3.7,32.868327617645264
Pedro Porro,Spurs,DEF,5.8,112,3.6,32.868327617645264
Mohamed Salah,Liverpool,MID,13.5,190,6.6,32.868327617645264
Michael Olise,Crystal Palace,MID,5.6,91,5.7,32.868327617645264
Kai Havertz,Arsenal,MID,7.5,163,4.8,32.868327617645264
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,143,4.5,32.868327617645264
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,32.868327617645264
Rasmus Højlund,Man Utd,FWD,7.1,95,3.7,32.868327617645264
