name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,107,3.8,32.84122395515442
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,32.84122395515442
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,32.84122395515442
Kyle Walker,Man City,DEF,5.4,106,3.8,32.84122395515442
Pedro Porro,Spurs,DEF,5.8,112,3.6,32.84122395515442
Cole Palmer,Chelsea,MID,6.2,215,7.2,32.84122395515442
Michael Olise,Crystal Palace,MID,5.6,91,5.7,32.84122395515442
Martin Ødegaard,Arsenal,MID,8.6,170,5.3,32.84122395515442
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,32.84122395515442
Erling Haaland,Man City,FWD,14.1,179,6.6,32.84122395515442
Alexander Isak,Newcastle,FWD,8.3,147,5.7,32.84122395515442
