name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,33.16991090774536
Benjamin White,Arsenal,DEF,6.1,168,4.9,33.16991090774536
Nathan Aké,Man City,DEF,5.0,95,3.7,33.16991090774536
Pedro Porro,Spurs,DEF,5.8,112,3.6,33.16991090774536
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,33.16991090774536
Mohamed Salah,Liverpool,MID,13.5,190,6.6,33.16991090774536
Son Heung-min,Spurs,MID,9.9,195,6.3,33.16991090774536
Kevin De Bruyne,Man City,MID,10.5,82,5.9,33.16991090774536
Michael Olise,Crystal Palace,MID,5.6,91,5.7,33.16991090774536
Carlton Morris,Luton,FWD,4.8,138,3.9,33.16991090774536
Nicolas Jackson,Chelsea,FWD,6.9,117,3.8,33.16991090774536
