name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,32.05192732810974
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,32.05192732810974
Manuel Akanji,Man City,DEF,5.0,96,3.7,32.05192732810974
Pedro Porro,Spurs,DEF,5.8,112,3.6,32.05192732810974
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,32.05192732810974
Mohamed Salah,Liverpool,MID,13.5,190,6.6,32.05192732810974
Son Heung-min,Spurs,MID,9.9,195,6.3,32.05192732810974
Jarrod Bowen,West Ham,MID,7.6,178,5.6,32.05192732810974
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,32.05192732810974
Alexander Isak,Newcastle,FWD,8.3,147,5.7,32.05192732810974
Carlton Morris,Luton,FWD,4.8,138,3.9,32.05192732810974
