name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,32.45892286300659
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,32.45892286300659
William Saliba,Arsenal,DEF,5.9,147,4.2,32.45892286300659
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,32.45892286300659
Joško Gvardiol,Man City,DEF,5.0,88,3.7,32.45892286300659
Cole Palmer,Chelsea,MID,6.2,215,7.2,32.45892286300659
Son Heung-min,Spurs,MID,9.9,195,6.3,32.45892286300659
Michael Olise,Crystal Palace,MID,5.6,91,5.7,32.45892286300659
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,143,4.5,32.45892286300659
Erling Haaland,Man City,FWD,14.1,179,6.6,32.45892286300659
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,32.45892286300659
