name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,32.76454949378967
Manuel Akanji,Man City,DEF,5.0,96,3.7,32.76454949378967
Joško Gvardiol,Man City,DEF,5.0,88,3.7,32.76454949378967
Pedro Porro,Spurs,DEF,5.8,112,3.6,32.76454949378967
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,32.76454949378967
Mohamed Salah,Liverpool,MID,13.5,190,6.6,32.76454949378967
Jarrod Bowen,West Ham,MID,7.6,178,5.6,32.76454949378967
Anthony Gordon,Newcastle,MID,6.3,169,5.3,32.76454949378967
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,32.76454949378967
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,32.76454949378967
Darwin Núñez Ribeiro,Liverpool,FWD,7.6,129,3.9,32.76454949378967
