name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,32.97724390029907
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,32.97724390029907
Kyle Walker,Man City,DEF,5.4,106,3.8,32.97724390029907
Pedro Porro,Spurs,DEF,5.8,112,3.6,32.97724390029907
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,32.97724390029907
Cole Palmer,Chelsea,MID,6.2,215,7.2,32.97724390029907
Mohamed Salah,Liverpool,MID,13.5,190,6.6,32.97724390029907
Kevin De Bruyne,Man City,MID,10.5,82,5.9,32.97724390029907
Anthony Gordon,Newcastle,MID,6.3,169,5.3,32.97724390029907
Alexander Isak,Newcastle,FWD,8.3,147,5.7,32.97724390029907
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,32.97724390029907
