name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,32.900943756103516
William Saliba,Arsenal,DEF,5.9,147,4.2,32.900943756103516
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,32.900943756103516
Kyle Walker,Man City,DEF,5.4,106,3.8,32.900943756103516
Pedro Porro,Spurs,DEF,5.8,112,3.6,32.900943756103516
Cole Palmer,Chelsea,MID,6.2,215,7.2,32.900943756103516
Mohamed Salah,Liverpool,MID,13.5,190,6.6,32.900943756103516
Kevin De Bruyne,Man City,MID,10.5,82,5.9,32.900943756103516
Michael Olise,Crystal Palace,MID,5.6,91,5.7,32.900943756103516
Julián Álvarez,Man City,FWD,6.4,147,4.5,32.900943756103516
Carlton Morris,Luton,FWD,4.8,138,3.9,32.900943756103516
