name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,32.17456340789795
Benjamin White,Arsenal,DEF,6.1,168,4.9,32.17456340789795
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,32.17456340789795
Jakub Kiwior,Arsenal,DEF,4.2,66,3.5,32.17456340789795
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,32.17456340789795
Bukayo Saka,Arsenal,MID,9.0,214,6.5,32.17456340789795
Son Heung-min,Spurs,MID,9.9,195,6.3,32.17456340789795
Kevin De Bruyne,Man City,MID,10.5,82,5.9,32.17456340789795
Michael Olise,Crystal Palace,MID,5.6,91,5.7,32.17456340789795
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,32.17456340789795
Carlton Morris,Luton,FWD,4.8,138,3.9,32.17456340789795
