name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,32.81795120239258
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,32.81795120239258
William Saliba,Arsenal,DEF,5.9,147,4.2,32.81795120239258
Manuel Akanji,Man City,DEF,5.0,96,3.7,32.81795120239258
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,32.81795120239258
Son Heung-min,Spurs,MID,9.9,195,6.3,32.81795120239258
Jarrod Bowen,West Ham,MID,7.6,178,5.6,32.81795120239258
Anthony Gordon,Newcastle,MID,6.3,169,5.3,32.81795120239258
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,32.81795120239258
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,32.81795120239258
Julián Álvarez,Man City,FWD,6.4,147,4.5,32.81795120239258
