name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,107,3.8,33.04548001289368
Benjamin White,Arsenal,DEF,6.1,168,4.9,33.04548001289368
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,33.04548001289368
William Saliba,Arsenal,DEF,5.9,147,4.2,33.04548001289368
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,134,4.1,33.04548001289368
Mohamed Salah,Liverpool,MID,13.5,190,6.6,33.04548001289368
Phil Foden,Man City,MID,8.4,199,6.4,33.04548001289368
Son Heung-min,Spurs,MID,9.9,195,6.3,33.04548001289368
Michael Olise,Crystal Palace,MID,5.6,91,5.7,33.04548001289368
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,33.04548001289368
Chris Wood,Nott'm Forest,FWD,4.8,114,4.1,33.04548001289368
