name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,32.855427265167236
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,32.855427265167236
Nathan Aké,Man City,DEF,5.0,95,3.7,32.855427265167236
Joško Gvardiol,Man City,DEF,5.0,88,3.7,32.855427265167236
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,32.855427265167236
Cole Palmer,Chelsea,MID,6.2,215,7.2,32.855427265167236
Son Heung-min,Spurs,MID,9.9,195,6.3,32.855427265167236
Michael Olise,Crystal Palace,MID,5.6,91,5.7,32.855427265167236
Bryan Mbeumo,Brentford,MID,6.8,110,5.0,32.855427265167236
Erling Haaland,Man City,FWD,14.1,179,6.6,32.855427265167236
Alexander Isak,Newcastle,FWD,8.3,147,5.7,32.855427265167236
