name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.8,141,4.0,32.833600997924805
William Saliba,Arsenal,DEF,5.9,147,4.2,32.833600997924805
Kyle Walker,Man City,DEF,5.4,106,3.8,32.833600997924805
Nathan Aké,Man City,DEF,5.0,95,3.7,32.833600997924805
Pedro Porro,Spurs,DEF,5.8,112,3.6,32.833600997924805
Mohamed Salah,Liverpool,MID,13.5,190,6.6,32.833600997924805
Kevin De Bruyne,Man City,MID,10.5,82,5.9,32.833600997924805
Michael Olise,Crystal Palace,MID,5.6,91,5.7,32.833600997924805
Anthony Gordon,Newcastle,MID,6.3,169,5.3,32.833600997924805
Ollie Watkins,Aston Villa,FWD,9.0,219,6.4,32.833600997924805
David Datro Fofana,Burnley,FWD,5.0,48,3.7,32.833600997924805
