name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,98,3.9,33.29376244544983
Benjamin White,Arsenal,DEF,6.1,168,4.9,33.29376244544983
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,33.29376244544983
Manuel Akanji,Man City,DEF,5.0,96,3.7,33.29376244544983
Pedro Porro,Spurs,DEF,5.8,112,3.6,33.29376244544983
Cole Palmer,Chelsea,MID,6.2,215,7.2,33.29376244544983
Kevin De Bruyne,Man City,MID,10.5,82,5.9,33.29376244544983
Michael Olise,Crystal Palace,MID,5.6,91,5.7,33.29376244544983
Jarrod Bowen,West Ham,MID,7.6,178,5.6,33.29376244544983
Dominic Solanke,Bournemouth,FWD,7.2,166,4.7,33.29376244544983
David Datro Fofana,Burnley,FWD,5.0,48,3.7,33.29376244544983
