name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,122,4.2,33.557049036026
Trent Alexander-Arnold,Liverpool,DEF,8.4,115,4.6,33.557049036026
Kyle Walker,Man City,DEF,5.4,106,3.8,33.557049036026
Jarrad Branthwaite,Everton,DEF,4.4,112,3.5,33.557049036026
Marcos Senesi,Bournemouth,DEF,4.4,97,3.5,33.557049036026
Bukayo Saka,Arsenal,MID,9.0,214,6.5,33.557049036026
Phil Foden,Man City,MID,8.4,199,6.4,33.557049036026
Jarrod Bowen,West Ham,MID,7.6,178,5.6,33.557049036026
Martin Ødegaard,Arsenal,MID,8.6,170,5.3,33.557049036026
Alexander Isak,Newcastle,FWD,8.3,147,5.7,33.557049036026
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,126,4.3,33.557049036026
