name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.5182504653930664
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.5182504653930664
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,3.5182504653930664
Pedro Porro,Spurs,DEF,5.8,110,3.8,3.5182504653930664
Nathan Aké,Man City,DEF,5.0,89,3.6,3.5182504653930664
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.5182504653930664
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,3.5182504653930664
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,3.5182504653930664
Anthony Gordon,Newcastle,MID,6.2,159,5.1,3.5182504653930664
Alexander Isak,Newcastle,FWD,8.2,134,5.4,3.5182504653930664
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,3.5182504653930664
