name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,4.658963203430176
William Saliba,Arsenal,DEF,5.9,146,4.3,4.658963203430176
Pedro Porro,Spurs,DEF,5.8,110,3.8,4.658963203430176
Fabian Schär,Newcastle,DEF,5.7,121,3.7,4.658963203430176
Nathan Aké,Man City,DEF,5.0,89,3.6,4.658963203430176
Phil Foden,Man City,MID,8.3,199,6.4,4.658963203430176
Kevin De Bruyne,Man City,MID,10.4,71,5.5,4.658963203430176
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,4.658963203430176
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,4.658963203430176
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,4.658963203430176
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,4.658963203430176
