name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,3.822697401046753
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.822697401046753
Kyle Walker,Man City,DEF,5.3,98,3.6,3.822697401046753
Manuel Akanji,Man City,DEF,5.0,88,3.5,3.822697401046753
Cristian Romero,Spurs,DEF,5.1,91,3.4,3.822697401046753
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.822697401046753
Michael Olise,Crystal Palace,MID,5.6,89,5.9,3.822697401046753
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,3.822697401046753
Anthony Gordon,Newcastle,MID,6.2,159,5.1,3.822697401046753
Nicolas Jackson,Chelsea,FWD,6.9,109,3.8,3.822697401046753
Rasmus Højlund,Man Utd,FWD,7.0,93,3.7,3.822697401046753
