name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.388845205307007
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.388845205307007
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.388845205307007
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.388845205307007
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.388845205307007
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.388845205307007
Son Heung-min,Spurs,MID,9.9,186,6.4,3.388845205307007
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,3.388845205307007
Pascal Groß,Brighton,MID,6.2,143,4.6,3.388845205307007
Alexander Isak,Newcastle,FWD,8.2,134,5.4,3.388845205307007
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,3.388845205307007
