name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.664731979370117
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.664731979370117
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.664731979370117
William Saliba,Arsenal,DEF,5.9,146,4.3,3.664731979370117
John Stones,Man City,DEF,5.3,52,3.5,3.664731979370117
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.664731979370117
Michael Olise,Crystal Palace,MID,5.6,89,5.9,3.664731979370117
Anthony Gordon,Newcastle,MID,6.2,159,5.1,3.664731979370117
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,3.664731979370117
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,3.664731979370117
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,3.664731979370117
