name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.678244113922119
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.678244113922119
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.678244113922119
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,3.678244113922119
Cristian Romero,Spurs,DEF,5.1,91,3.4,3.678244113922119
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.678244113922119
Son Heung-min,Spurs,MID,9.9,186,6.4,3.678244113922119
Phil Foden,Man City,MID,8.3,199,6.4,3.678244113922119
Anthony Gordon,Newcastle,MID,6.2,159,5.1,3.678244113922119
Carlton Morris,Luton,FWD,4.8,131,3.9,3.678244113922119
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,86,3.9,3.678244113922119
