name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,121,4.3,3.958977699279785
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.958977699279785
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,3.958977699279785
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.958977699279785
Rico Lewis,Man City,DEF,4.2,51,3.4,3.958977699279785
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.958977699279785
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.958977699279785
Son Heung-min,Spurs,MID,9.9,186,6.4,3.958977699279785
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.958977699279785
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,3.958977699279785
Rodrigo Muniz Carvalho,Fulham,FWD,4.5,86,3.9,3.958977699279785
