name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.5968167781829834
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.5968167781829834
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,3.5968167781829834
Kyle Walker,Man City,DEF,5.3,98,3.6,3.5968167781829834
Manuel Akanji,Man City,DEF,5.0,88,3.5,3.5968167781829834
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.5968167781829834
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.5968167781829834
Phil Foden,Man City,MID,8.3,199,6.4,3.5968167781829834
Michael Olise,Crystal Palace,MID,5.6,89,5.9,3.5968167781829834
Alexander Isak,Newcastle,FWD,8.2,134,5.4,3.5968167781829834
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,3.5968167781829834
