name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.553025960922241
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.553025960922241
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.553025960922241
Jakub Kiwior,Arsenal,DEF,4.3,65,3.6,3.553025960922241
Kyle Walker,Man City,DEF,5.3,98,3.6,3.553025960922241
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.553025960922241
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.553025960922241
Son Heung-min,Spurs,MID,9.9,186,6.4,3.553025960922241
Pascal Groß,Brighton,MID,6.2,143,4.6,3.553025960922241
Darwin Núñez Ribeiro,Liverpool,FWD,7.7,128,4.0,3.553025960922241
David Datro Fofana,Burnley,FWD,5.0,47,3.9,3.553025960922241
