name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.471752166748047
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.471752166748047
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.471752166748047
Pedro Porro,Spurs,DEF,5.8,110,3.8,3.471752166748047
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.471752166748047
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.471752166748047
Phil Foden,Man City,MID,8.3,199,6.4,3.471752166748047
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,3.471752166748047
Pascal Groß,Brighton,MID,6.2,143,4.6,3.471752166748047
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,3.471752166748047
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,3.471752166748047
