name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,4.031478643417358
Benjamin White,Arsenal,DEF,6.0,167,5.1,4.031478643417358
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,4.031478643417358
William Saliba,Arsenal,DEF,5.9,146,4.3,4.031478643417358
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,4.031478643417358
Michael Olise,Crystal Palace,MID,5.6,89,5.9,4.031478643417358
Kevin De Bruyne,Man City,MID,10.4,71,5.5,4.031478643417358
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,4.031478643417358
Pascal Groß,Brighton,MID,6.2,143,4.6,4.031478643417358
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,4.031478643417358
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,4.031478643417358
