name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.742481231689453
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.742481231689453
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.742481231689453
William Saliba,Arsenal,DEF,5.9,146,4.3,3.742481231689453
Nathan Aké,Man City,DEF,5.0,89,3.6,3.742481231689453
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.742481231689453
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.742481231689453
Son Heung-min,Spurs,MID,9.9,186,6.4,3.742481231689453
Anthony Gordon,Newcastle,MID,6.2,159,5.1,3.742481231689453
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,3.742481231689453
Carlton Morris,Luton,FWD,4.8,131,3.9,3.742481231689453
