name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.480668306350708
William Saliba,Arsenal,DEF,5.9,146,4.3,3.480668306350708
Nathan Aké,Man City,DEF,5.0,89,3.6,3.480668306350708
Manuel Akanji,Man City,DEF,5.0,88,3.5,3.480668306350708
Cristian Romero,Spurs,DEF,5.1,91,3.4,3.480668306350708
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.480668306350708
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.480668306350708
Anthony Gordon,Newcastle,MID,6.2,159,5.1,3.480668306350708
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,3.480668306350708
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,3.480668306350708
Carlton Morris,Luton,FWD,4.8,131,3.9,3.480668306350708
