name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.4455275535583496
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.4455275535583496
William Saliba,Arsenal,DEF,5.9,146,4.3,3.4455275535583496
Kyle Walker,Man City,DEF,5.3,98,3.6,3.4455275535583496
Rico Lewis,Man City,DEF,4.2,51,3.4,3.4455275535583496
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.4455275535583496
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.4455275535583496
Son Heung-min,Spurs,MID,9.9,186,6.4,3.4455275535583496
Bukayo Saka,Arsenal,MID,9.0,202,6.3,3.4455275535583496
Dominic Solanke,Bournemouth,FWD,7.3,164,4.8,3.4455275535583496
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,3.4455275535583496
