name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,3.4141623973846436
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.4141623973846436
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.4141623973846436
William Saliba,Arsenal,DEF,5.9,146,4.3,3.4141623973846436
Pedro Porro,Spurs,DEF,5.8,110,3.8,3.4141623973846436
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.4141623973846436
Phil Foden,Man City,MID,8.3,199,6.4,3.4141623973846436
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.4141623973846436
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,3.4141623973846436
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,3.4141623973846436
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,3.4141623973846436
