name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.5563809871673584
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.5563809871673584
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.5563809871673584
Nathan Aké,Man City,DEF,5.0,89,3.6,3.5563809871673584
Kyle Walker,Man City,DEF,5.3,98,3.6,3.5563809871673584
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.5563809871673584
Son Heung-min,Spurs,MID,9.9,186,6.4,3.5563809871673584
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.5563809871673584
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,3.5563809871673584
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,3.5563809871673584
Carlton Morris,Luton,FWD,4.8,131,3.9,3.5563809871673584
