name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,121,4.3,3.655294895172119
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.655294895172119
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.655294895172119
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.655294895172119
John Stones,Man City,DEF,5.3,52,3.5,3.655294895172119
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.655294895172119
Son Heung-min,Spurs,MID,9.9,186,6.4,3.655294895172119
Bukayo Saka,Arsenal,MID,9.0,202,6.3,3.655294895172119
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,3.655294895172119
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,3.655294895172119
Chris Wood,Nott'm Forest,FWD,4.8,112,4.1,3.655294895172119
