name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,3.3404080867767334
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.3404080867767334
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.3404080867767334
Pedro Porro,Spurs,DEF,5.8,110,3.8,3.3404080867767334
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.3404080867767334
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.3404080867767334
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.3404080867767334
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,3.3404080867767334
Pascal Groß,Brighton,MID,6.2,143,4.6,3.3404080867767334
Alexander Isak,Newcastle,FWD,8.2,134,5.4,3.3404080867767334
Jean-Philippe Mateta,Crystal Palace,FWD,5.1,128,4.1,3.3404080867767334
