name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,3.537158966064453
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.537158966064453
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.537158966064453
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.537158966064453
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.537158966064453
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.537158966064453
Son Heung-min,Spurs,MID,9.9,186,6.4,3.537158966064453
Michael Olise,Crystal Palace,MID,5.6,89,5.9,3.537158966064453
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,3.537158966064453
Julián Álvarez,Man City,FWD,6.4,145,4.5,3.537158966064453
David Datro Fofana,Burnley,FWD,5.0,47,3.9,3.537158966064453
