name,team,position,value,total_points,points_per_game,elapsed
Alisson Ramses Becker,Liverpool,GK,5.7,95,4.0,3.778717279434204
William Saliba,Arsenal,DEF,5.9,146,4.3,3.778717279434204
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,3.778717279434204
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.778717279434204
Pedro Porro,Spurs,DEF,5.8,110,3.8,3.778717279434204
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.778717279434204
Phil Foden,Man City,MID,8.3,199,6.4,3.778717279434204
Michael Olise,Crystal Palace,MID,5.6,89,5.9,3.778717279434204
Bruno Borges Fernandes,Man Utd,MID,8.4,157,4.9,3.778717279434204
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,3.778717279434204
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,3.778717279434204
