name,team,position,value,total_points,points_per_game,elapsed
David Raya Martin,Arsenal,GK,5.2,121,4.3,3.6728897094726562
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.6728897094726562
Gabriel dos Santos Magalhães,Arsenal,DEF,5.4,133,4.2,3.6728897094726562
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.6728897094726562
Rico Lewis,Man City,DEF,4.2,51,3.4,3.6728897094726562
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.6728897094726562
Michael Olise,Crystal Palace,MID,5.6,89,5.9,3.6728897094726562
Martin Ødegaard,Arsenal,MID,8.6,168,5.4,3.6728897094726562
Pascal Groß,Brighton,MID,6.2,143,4.6,3.6728897094726562
Ollie Watkins,Aston Villa,FWD,9.0,217,6.6,3.6728897094726562
Carlton Morris,Luton,FWD,4.8,131,3.9,3.6728897094726562
