name,team,position,value,total_points,points_per_game,elapsed
Alphonse Areola,West Ham,GK,4.2,106,3.9,3.536860942840576
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.536860942840576
William Saliba,Arsenal,DEF,5.9,146,4.3,3.536860942840576
Kyle Walker,Man City,DEF,5.3,98,3.6,3.536860942840576
Cristian Romero,Spurs,DEF,5.1,91,3.4,3.536860942840576
Cole Palmer,Chelsea,MID,6.2,207,7.4,3.536860942840576
Phil Foden,Man City,MID,8.3,199,6.4,3.536860942840576
Bukayo Saka,Arsenal,MID,9.0,202,6.3,3.536860942840576
Bryan Mbeumo,Brentford,MID,6.8,109,5.2,3.536860942840576
Alexander Isak,Newcastle,FWD,8.2,134,5.4,3.536860942840576
Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,121,4.3,3.536860942840576
