name,team,position,value,total_points,points_per_game,elapsed
Jordan Pickford,Everton,GK,4.7,131,3.9,3.325977087020874
Benjamin White,Arsenal,DEF,6.0,167,5.1,3.325977087020874
Trent Alexander-Arnold,Liverpool,DEF,8.4,114,4.8,3.325977087020874
Oleksandr Zinchenko,Arsenal,DEF,5.0,103,4.0,3.325977087020874
Fabian Schär,Newcastle,DEF,5.7,121,3.7,3.325977087020874
Mohamed Salah,Liverpool,MID,13.6,189,6.8,3.325977087020874
Kevin De Bruyne,Man City,MID,10.4,71,5.5,3.325977087020874
Douglas Luiz Soares de Paulo,Aston Villa,MID,5.4,142,4.6,3.325977087020874
Pascal Groß,Brighton,MID,6.2,143,4.6,3.325977087020874
Rasmus Højlund,Man Utd,FWD,7.0,93,3.7,3.325977087020874
Yoane Wissa,Brentford,FWD,5.7,108,3.6,3.325977087020874
